Date,Country,Status,AQI Value
11/14/2024,Guadeloupe,Good,44
11/14/2024,Guatemala,Moderate,63
11/14/2024,Hong Kong,Good,22
11/14/2024,Hungary,Moderate,67
11/14/2024,Iceland,Good,15
11/14/2024,India,Hazardous,436
11/14/2024,Indonesia,Unhealthy,161
11/14/2024,Iran,Unhealthy for Sensitive Groups,117
11/14/2024,Iraq,Moderate,70
11/14/2024,Ireland,Moderate,55
11/14/2024,Israel,Moderate,72
11/14/2024,Italy,Moderate,100
11/14/2024,Japan,Moderate,82
11/14/2024,Jersey,Good,38
11/14/2024,Jordan,Good,27
11/14/2024,Kazakhstan,Good,37
11/14/2024,Kenya,Good,49
11/14/2024,Kosovo,Good,44
11/14/2024,Kuwait,Moderate,70
11/14/2024,Kyrgyzstan,Good,46
11/14/2024,Laos,Moderate,84
11/14/2024,Latvia,Good,2
11/14/2024,Liberia,Good,22
11/14/2024,Liechtenstein,Good,14
11/14/2024,Lithuania,Good,33
11/14/2024,Luxembourg,Good,50
11/14/2024,Macao,Good,42
11/14/2024,Macedonia,Moderate,99
11/14/2024,Madagascar,Unhealthy,155
11/14/2024,Malaysia,Moderate,65
11/14/2024,Malta,Good,19
11/14/2024,Martinique,Moderate,57
11/14/2024,Mexico,Moderate,95
11/14/2024,Moldova,Good,19
11/14/2024,Monaco,Good,44
11/14/2024,Mongolia,Moderate,78
11/14/2024,Montenegro,Moderate,62
11/14/2024,Myanmar,Moderate,65
11/14/2024,Nepal,Unhealthy for Sensitive Groups,142
11/14/2024,Netherlands,Unhealthy,180
11/14/2024,New Caledonia,Good,23
11/14/2024,New Zealand,Good,24
11/14/2024,Nigeria,Unhealthy for Sensitive Groups,120
11/14/2024,Norway,Good,36
11/14/2024,Pakistan,Unhealthy,171
11/14/2024,Palestinian Territory,Moderate,59
11/14/2024,Peru,Moderate,54
11/14/2024,Philippines,Moderate,83
11/14/2024,Poland,Unhealthy for Sensitive Groups,101
11/14/2024,Portugal,Good,22
11/14/2024,Reunion,Good,8
11/14/2024,Romania,Moderate,93
11/14/2024,Russia,Moderate,69
11/14/2024,San Marino,Moderate,74
11/14/2024,Serbia,Unhealthy for Sensitive Groups,124
11/14/2024,Singapore,Moderate,82
11/14/2024,Slovakia,Moderate,66
11/14/2024,Slovenia,Good,47
11/14/2024,South Africa,Moderate,62
11/14/2024,South Korea,Moderate,89
11/14/2024,Spain,Moderate,60
11/14/2024,Sri Lanka,Moderate,98
11/14/2024,Sweden,Good,27
11/14/2024,Switzerland,Good,47
11/14/2024,Taiwan,Moderate,87
11/14/2024,Tajikistan,Moderate,65
11/14/2024,Thailand,Unhealthy for Sensitive Groups,146
11/14/2024,Trinidad and Tobago,Good,42
11/14/2024,Turkey,Unhealthy,156
11/14/2024,Turkmenistan,Good,34
11/14/2024,Uganda,Unhealthy for Sensitive Groups,129
11/14/2024,Ukraine,Moderate,61
11/14/2024,United Arab Emirates,Unhealthy for Sensitive Groups,110
11/14/2024,United Kingdom of Great Britain and Northern Ireland,Unhealthy for Sensitive Groups,118
11/14/2024,United States of America,Unhealthy for Sensitive Groups,108
11/14/2024,Uzbekistan,Unhealthy,151
11/14/2024,Vatican,Moderate,68
11/14/2024,Venezuela,Good,13
11/14/2024,Vietnam,Moderate,86
11/21/2024,Albania,Good,15
11/21/2024,Algeria,Good,46
11/21/2024,Andorra,Good,20
11/21/2024,Argentina,Good,22
11/21/2024,Armenia,Unhealthy for Sensitive Groups,110
11/21/2024,Australia,Moderate,58
11/21/2024,Austria,Moderate,79
11/21/2024,Azerbaijan,Moderate,52
11/21/2024,Bahrain,Unhealthy for Sensitive Groups,114
11/21/2024,Bangladesh,Hazardous,351
11/21/2024,Belarus,Good,12
11/21/2024,Belgium,Good,33
11/21/2024,Bosnia and Herzegovina,Moderate,79
11/21/2024,Brazil,Moderate,80
11/21/2024,Brunei,Good,12
11/21/2024,Bulgaria,Moderate,55
11/21/2024,Canada,Good,43
11/21/2024,Cape Verde,Good,39
11/21/2024,Chad,Moderate,97
11/21/2024,Chile,Moderate,65
11/21/2024,China,Unhealthy,184
11/21/2024,Colombia,Moderate,61
11/21/2024,Costa Rica,Good,33
11/21/2024,Croatia,Unhealthy for Sensitive Groups,102
11/21/2024,Cyprus,Moderate,55
11/21/2024,Czech Republic,Moderate,75
11/21/2024,Denmark,Good,17
11/21/2024,Dominican Republic,Good,13
11/21/2024,Ecuador,Moderate,99
11/21/2024,Egypt,Unhealthy,174
11/21/2024,Estonia,Good,17
11/21/2024,Ethiopia,Moderate,61
11/21/2024,Finland,Good,32
11/21/2024,France,Moderate,77
11/21/2024,French Guiana,Good,22
11/21/2024,Georgia,Moderate,78
11/21/2024,Germany,Moderate,75
11/21/2024,Ghana,Moderate,67
11/21/2024,Gibraltar,Moderate,66
11/21/2024,Greece,Good,50
11/21/2024,Guadeloupe,Good,12
11/21/2024,Guatemala,Good,30
11/21/2024,Hong Kong,Good,13
11/21/2024,Hungary,Unhealthy for Sensitive Groups,142
11/21/2024,Iceland,Good,28
11/21/2024,India,Hazardous,569
11/21/2024,Indonesia,Unhealthy for Sensitive Groups,108
11/21/2024,Iran,Unhealthy,155
11/21/2024,Iraq,Moderate,82
11/21/2024,Ireland,Good,21
11/21/2024,Israel,Good,49
11/21/2024,Italy,Unhealthy,153
11/21/2024,Japan,Moderate,67
11/21/2024,Jersey,Good,30
11/21/2024,Jordan,Good,19
11/21/2024,Kazakhstan,Moderate,63
11/21/2024,Kenya,Good,16
11/21/2024,Kosovo,Moderate,98
11/21/2024,Kuwait,Moderate,86
11/21/2024,Kyrgyzstan,Moderate,62
11/21/2024,Laos,Moderate,73
11/21/2024,Latvia,Good,1
11/21/2024,Liberia,Unhealthy for Sensitive Groups,137
11/21/2024,Liechtenstein,Good,10
11/21/2024,Lithuania,Good,19
11/21/2024,Luxembourg,Good,31
11/21/2024,Macao,Good,38
11/21/2024,Macedonia,Unhealthy for Sensitive Groups,137
11/21/2024,Madagascar,Unhealthy,157
11/21/2024,Malaysia,Moderate,53
11/21/2024,Malta,Good,30
11/21/2024,Martinique,Good,25
11/21/2024,Mexico,Unhealthy for Sensitive Groups,113
11/21/2024,Moldova,Good,40
11/21/2024,Monaco,Moderate,80
11/21/2024,Mongolia,Moderate,91
11/21/2024,Montenegro,Moderate,60
11/21/2024,Myanmar,Moderate,72
11/21/2024,Nepal,Moderate,99
11/21/2024,Netherlands,Good,37
11/21/2024,New Caledonia,Good,17
11/21/2024,New Zealand,Good,21
11/21/2024,Nigeria,Moderate,76
11/21/2024,Norway,Moderate,53
11/21/2024,Pakistan,Unhealthy for Sensitive Groups,148
11/21/2024,Palestinian Territory,Good,33
11/21/2024,Peru,Moderate,56
11/21/2024,Philippines,Good,45
11/21/2024,Poland,Moderate,79
11/21/2024,Portugal,Good,25
11/21/2024,Reunion,Good,15
11/21/2024,Romania,Moderate,88
11/21/2024,Russia,Moderate,92
11/21/2024,San Marino,Moderate,51
11/21/2024,Serbia,Unhealthy,153
11/21/2024,Singapore,Good,37
11/21/2024,Slovakia,Unhealthy for Sensitive Groups,119
11/21/2024,Slovenia,Unhealthy for Sensitive Groups,122
11/21/2024,South Africa,Moderate,67
11/21/2024,South Korea,Unhealthy for Sensitive Groups,141
11/21/2024,Spain,Moderate,71
11/21/2024,Sri Lanka,Moderate,87
11/21/2024,Sweden,Good,50
11/21/2024,Switzerland,Good,26
11/21/2024,Taiwan,Moderate,53
11/21/2024,Tajikistan,Moderate,68
11/21/2024,Thailand,Unhealthy for Sensitive Groups,105
11/21/2024,Trinidad and Tobago,Good,16
11/21/2024,Turkey,Unhealthy,161
11/21/2024,Uganda,Unhealthy for Sensitive Groups,127
11/21/2024,Ukraine,Good,49
11/21/2024,United Arab Emirates,Moderate,98
11/21/2024,United Kingdom of Great Britain and Northern Ireland,Moderate,63
11/21/2024,United States of America,Moderate,82
11/21/2024,Uzbekistan,Unhealthy,152
11/21/2024,Vatican,Moderate,72
11/21/2024,Venezuela,Good,48
11/21/2024,Vietnam,Moderate,73
11/28/2024,Albania,Good,36
11/28/2024,Algeria,Moderate,78
11/28/2024,Andorra,Good,5
11/28/2024,Argentina,Good,20
11/28/2024,Armenia,Good,36
11/28/2024,Australia,Good,43
11/28/2024,Austria,Moderate,67
11/28/2024,Azerbaijan,Good,29
11/28/2024,Bahrain,Moderate,82
11/28/2024,Bangladesh,Unhealthy,171
11/28/2024,Belarus,Moderate,53
11/28/2024,Belgium,Good,26
11/28/2024,Bosnia and Herzegovina,Unhealthy for Sensitive Groups,112
11/28/2024,Brazil,Moderate,82
11/28/2024,Brunei,Good,15
11/28/2024,Bulgaria,Moderate,78
11/28/2024,Cambodia,Good,50
11/28/2024,Canada,Moderate,57
11/28/2024,Cape Verde,Moderate,54
11/28/2024,Chad,Unhealthy,158
11/28/2024,Chile,Moderate,75
11/28/2024,China,Unhealthy,155
11/28/2024,Colombia,Moderate,65
11/28/2024,Costa Rica,Good,21
11/28/2024,Croatia,Moderate,91
11/28/2024,Cyprus,Good,45
11/28/2024,Czech Republic,Moderate,76
11/28/2024,Denmark,Good,20
11/28/2024,Dominican Republic,Good,24
11/28/2024,Ecuador,Moderate,54
11/28/2024,Egypt,Unhealthy,172
11/28/2024,Estonia,Good,22
11/28/2024,Ethiopia,Moderate,61
11/28/2024,Finland,Good,19
11/28/2024,France,Moderate,84
11/28/2024,French Guiana,Good,15
11/28/2024,Georgia,Good,27
11/28/2024,Germany,Moderate,55
11/28/2024,Ghana,Moderate,94
11/28/2024,Gibraltar,Moderate,51
11/28/2024,Greece,Moderate,99
11/28/2024,Guadeloupe,Good,29
11/28/2024,Guatemala,Good,34
11/28/2024,Hong Kong,Good,46
11/28/2024,Hungary,Unhealthy,155
11/28/2024,Iceland,Good,30
11/28/2024,India,Hazardous,469
11/28/2024,Indonesia,Moderate,94
11/28/2024,Iran,Unhealthy for Sensitive Groups,107
11/28/2024,Iraq,Moderate,72
11/28/2024,Ireland,Moderate,94
11/28/2024,Israel,Moderate,51
11/28/2024,Italy,Unhealthy for Sensitive Groups,150
11/28/2024,Ivory Coast,Unhealthy for Sensitive Groups,108
11/28/2024,Japan,Moderate,63
11/28/2024,Jersey,Good,6
11/28/2024,Jordan,Good,23
11/28/2024,Kazakhstan,Moderate,100
11/28/2024,Kenya,Good,37
11/28/2024,Kosovo,Good,33
11/28/2024,Kuwait,Moderate,68
11/28/2024,Kyrgyzstan,Good,35
11/28/2024,Laos,Good,38
11/28/2024,Latvia,Good,27
11/28/2024,Liberia,Unhealthy for Sensitive Groups,110
11/28/2024,Liechtenstein,Good,27
11/28/2024,Lithuania,Good,16
11/28/2024,Luxembourg,Good,22
11/28/2024,Macao,Moderate,55
11/28/2024,Macedonia,Unhealthy,166
11/28/2024,Madagascar,Moderate,61
11/28/2024,Malaysia,Good,46
11/28/2024,Malta,Good,35
11/28/2024,Martinique,Good,17
11/28/2024,Mexico,Unhealthy for Sensitive Groups,134
11/28/2024,Moldova,Good,45
11/28/2024,Monaco,Good,29
11/28/2024,Mongolia,Good,33
11/28/2024,Montenegro,Unhealthy for Sensitive Groups,102
11/28/2024,Myanmar,Moderate,82
11/28/2024,Nepal,Unhealthy for Sensitive Groups,120
11/28/2024,Netherlands,Good,31
11/28/2024,New Caledonia,Good,12
11/28/2024,New Zealand,Good,30
11/28/2024,Nigeria,Unhealthy for Sensitive Groups,106
11/28/2024,Norway,Good,13
11/28/2024,Pakistan,Unhealthy for Sensitive Groups,130
11/28/2024,Palestinian Territory,Good,50
11/28/2024,Peru,Moderate,76
11/28/2024,Philippines,Good,47
11/28/2024,Poland,Unhealthy for Sensitive Groups,129
11/28/2024,Portugal,Good,28
11/28/2024,Reunion,Good,16
11/28/2024,Romania,Unhealthy for Sensitive Groups,139
11/28/2024,Russia,Unhealthy for Sensitive Groups,115
11/28/2024,San Marino,Unhealthy for Sensitive Groups,124
11/28/2024,Saudi Arabia,Good,34
11/28/2024,Serbia,Unhealthy,178
11/28/2024,Singapore,Moderate,57
11/28/2024,Slovakia,Unhealthy for Sensitive Groups,113
11/28/2024,Slovenia,Good,48
11/28/2024,South Africa,Moderate,58
11/28/2024,South Korea,Moderate,60
11/28/2024,Spain,Unhealthy for Sensitive Groups,112
11/28/2024,Sri Lanka,Unhealthy for Sensitive Groups,118
11/28/2024,Sweden,Good,20
11/28/2024,Switzerland,Good,23
11/28/2024,Taiwan,Moderate,56
11/28/2024,Tajikistan,Moderate,57
11/28/2024,Thailand,Moderate,91
11/28/2024,Trinidad and Tobago,Good,26
11/28/2024,Turkey,Unhealthy for Sensitive Groups,132
11/28/2024,Turkmenistan,Moderate,93
11/28/2024,Uganda,Moderate,82
11/28/2024,Ukraine,Moderate,77
11/28/2024,United Arab Emirates,Moderate,76
11/28/2024,United Kingdom of Great Britain and Northern Ireland,Unhealthy for Sensitive Groups,105
11/28/2024,United States of America,Moderate,88
11/28/2024,Uzbekistan,Good,38
11/28/2024,Vatican,Moderate,78
11/28/2024,Venezuela,Good,18
11/28/2024,Vietnam,Good,39
12/5/2024,Albania,Good,5
12/5/2024,Algeria,Good,38
12/5/2024,Andorra,Good,4
12/5/2024,Argentina,Good,22
12/5/2024,Armenia,Unhealthy for Sensitive Groups,119
12/5/2024,Australia,Good,50
12/5/2024,Austria,Moderate,51
12/5/2024,Azerbaijan,Moderate,53
12/5/2024,Bahrain,Unhealthy for Sensitive Groups,119
12/5/2024,Bangladesh,Hazardous,388
12/5/2024,Belarus,Good,14
12/5/2024,Belgium,Moderate,84
12/5/2024,Bosnia and Herzegovina,Moderate,69
12/5/2024,Brazil,Good,33
12/5/2024,Brunei,Good,14
12/5/2024,Bulgaria,Moderate,68
12/5/2024,Cambodia,Moderate,62
12/5/2024,Canada,Moderate,75
12/5/2024,Cape Verde,Good,36
12/5/2024,Chad,Moderate,91
12/5/2024,Chile,Moderate,59
12/5/2024,China,Very Unhealthy,223
12/5/2024,Colombia,Moderate,64
12/5/2024,Costa Rica,Good,20
12/5/2024,Croatia,Moderate,58
12/5/2024,Cyprus,Moderate,63
12/5/2024,Czech Republic,Unhealthy for Sensitive Groups,116
12/5/2024,Denmark,Good,16
12/5/2024,Dominican Republic,Moderate,59
12/5/2024,Ecuador,Moderate,60
12/5/2024,Egypt,Unhealthy,170
12/5/2024,Estonia,Good,19
12/5/2024,Ethiopia,Moderate,53
12/5/2024,Finland,Good,21
12/5/2024,France,Moderate,79
12/5/2024,French Guiana,Good,41
12/5/2024,Georgia,Good,39
12/5/2024,Germany,Unhealthy for Sensitive Groups,121
12/5/2024,Ghana,Moderate,75
12/5/2024,Gibraltar,Good,15
12/5/2024,Greece,Good,36
12/5/2024,Guadeloupe,Good,32
12/5/2024,Guatemala,Good,34
12/5/2024,Hong Kong,Moderate,77
12/5/2024,Hungary,Unhealthy for Sensitive Groups,126
12/5/2024,Iceland,Good,27
12/5/2024,India,Very Unhealthy,231
12/5/2024,Indonesia,Moderate,91
12/5/2024,Iran,Unhealthy for Sensitive Groups,148
12/5/2024,Iraq,Unhealthy,153
12/5/2024,Ireland,Good,24
12/5/2024,Israel,Moderate,79
12/5/2024,Italy,Unhealthy for Sensitive Groups,141
12/5/2024,Ivory Coast,Moderate,80
12/5/2024,Japan,Moderate,71
12/5/2024,Jersey,Good,11
12/5/2024,Jordan,Good,31
12/5/2024,Kazakhstan,Moderate,75
12/5/2024,Kenya,Good,39
12/5/2024,Kosovo,Good,5
12/5/2024,Kuwait,Moderate,94
12/5/2024,Kyrgyzstan,Good,34
12/5/2024,Laos,Unhealthy for Sensitive Groups,104
12/5/2024,Latvia,Good,4
12/5/2024,Liberia,Unhealthy for Sensitive Groups,117
12/5/2024,Liechtenstein,Good,10
12/5/2024,Lithuania,Good,20
12/5/2024,Luxembourg,Good,31
12/5/2024,Macao,Moderate,82
12/5/2024,Macedonia,Unhealthy for Sensitive Groups,104
12/5/2024,Madagascar,Moderate,55
12/5/2024,Malaysia,Moderate,54
12/5/2024,Malta,Good,32
12/5/2024,Martinique,Good,43
12/5/2024,Mexico,Unhealthy for Sensitive Groups,119
12/5/2024,Moldova,Good,14
12/5/2024,Monaco,Good,40
12/5/2024,Mongolia,Unhealthy,166
12/5/2024,Montenegro,Moderate,53
12/5/2024,Myanmar,Unhealthy for Sensitive Groups,122
12/5/2024,Nepal,Unhealthy for Sensitive Groups,123
12/5/2024,Netherlands,Moderate,98
12/5/2024,New Caledonia,Good,10
12/5/2024,New Zealand,Good,29
12/5/2024,Nigeria,Unhealthy for Sensitive Groups,107
12/5/2024,Norway,Good,15
12/5/2024,Pakistan,Unhealthy for Sensitive Groups,113
12/5/2024,Palestinian Territory,Moderate,77
12/5/2024,Peru,Moderate,53
12/5/2024,Philippines,Moderate,60
12/5/2024,Poland,Unhealthy,152
12/5/2024,Portugal,Good,22
12/5/2024,Reunion,Good,14
12/5/2024,Romania,Moderate,72
12/5/2024,Russia,Moderate,61
12/5/2024,San Marino,Moderate,82
12/5/2024,Serbia,Unhealthy for Sensitive Groups,137
12/5/2024,Singapore,Good,49
12/5/2024,Slovakia,Unhealthy for Sensitive Groups,102
12/5/2024,Slovenia,Moderate,53
12/5/2024,South Africa,Moderate,69
12/5/2024,South Korea,Unhealthy for Sensitive Groups,101
12/5/2024,Spain,Moderate,63
12/5/2024,Sri Lanka,Unhealthy for Sensitive Groups,122
12/5/2024,Sweden,Good,26
12/5/2024,Switzerland,Good,50
12/5/2024,Taiwan,Moderate,81
12/5/2024,Tajikistan,Unhealthy for Sensitive Groups,139
12/5/2024,Thailand,Unhealthy for Sensitive Groups,136
12/5/2024,Togo,Moderate,89
12/5/2024,Trinidad and Tobago,Moderate,57
12/5/2024,Turkey,Unhealthy,177
12/5/2024,Turkmenistan,Moderate,87
12/5/2024,Uganda,Very Unhealthy,286
12/5/2024,Ukraine,Moderate,54
12/5/2024,United Arab Emirates,Moderate,60
12/5/2024,United Kingdom of Great Britain and Northern Ireland,Moderate,54
12/5/2024,United States of America,Unhealthy for Sensitive Groups,139
12/5/2024,Uzbekistan,Moderate,83
12/5/2024,Vatican,Moderate,95
12/5/2024,Venezuela,Good,45
12/5/2024,Vietnam,Moderate,53
12/12/2024,Albania,Good,3
12/12/2024,Algeria,Good,46
12/12/2024,Andorra,Good,7
12/12/2024,Argentina,Good,18
12/12/2024,Armenia,Unhealthy for Sensitive Groups,148
12/12/2024,Australia,Moderate,52
12/12/2024,Austria,Good,44
12/12/2024,Azerbaijan,Unhealthy for Sensitive Groups,102
12/12/2024,Bahrain,Unhealthy for Sensitive Groups,124
12/12/2024,Bangladesh,Unhealthy,190
12/12/2024,Belarus,Good,10
12/12/2024,Belgium,Unhealthy for Sensitive Groups,119
12/12/2024,Bosnia and Herzegovina,Good,46
12/12/2024,Brazil,Good,41
12/12/2024,Brunei,Good,11
12/12/2024,Bulgaria,Moderate,58
12/12/2024,Cambodia,Moderate,63
12/12/2024,Canada,Moderate,55
12/12/2024,Cape Verde,Good,29
12/12/2024,Chad,Moderate,87
12/12/2024,Chile,Moderate,60
12/12/2024,China,Unhealthy,194
12/12/2024,Colombia,Moderate,74
12/12/2024,Costa Rica,Good,23
12/12/2024,Croatia,Moderate,55
12/12/2024,Cyprus,Good,47
12/12/2024,Czech Republic,Moderate,84
12/12/2024,Denmark,Good,24
12/12/2024,Dominican Republic,Good,30
12/12/2024,Ecuador,Good,41
12/12/2024,Egypt,Unhealthy,163
12/12/2024,Estonia,Good,24
12/12/2024,Ethiopia,Moderate,61
12/12/2024,Finland,Good,17
12/12/2024,France,Unhealthy for Sensitive Groups,113
12/12/2024,French Guiana,Good,22
12/12/2024,Georgia,Unhealthy for Sensitive Groups,105
12/12/2024,Germany,Unhealthy for Sensitive Groups,106
12/12/2024,Ghana,Moderate,77
12/12/2024,Gibraltar,Good,18
12/12/2024,Greece,Moderate,58
12/12/2024,Guadeloupe,Good,21
12/12/2024,Guatemala,Good,21
12/12/2024,Hong Kong,Moderate,53
12/12/2024,Hungary,Moderate,70
12/12/2024,Iceland,Good,27
12/12/2024,India,Very Unhealthy,257
12/12/2024,Indonesia,Moderate,66
12/12/2024,Iran,Unhealthy,173
12/12/2024,Iraq,Unhealthy,170
12/12/2024,Ireland,Moderate,55
12/12/2024,Israel,Unhealthy for Sensitive Groups,104
12/12/2024,Italy,Unhealthy for Sensitive Groups,104
12/12/2024,Ivory Coast,Moderate,99
12/12/2024,Japan,Moderate,68
12/12/2024,Jersey,Good,7
12/12/2024,Jordan,Good,31
12/12/2024,Kazakhstan,Moderate,75
12/12/2024,Kenya,Good,49
12/12/2024,Kosovo,Good,13
12/12/2024,Kuwait,Moderate,92
12/12/2024,Kyrgyzstan,Good,34
12/12/2024,Laos,Moderate,76
12/12/2024,Latvia,Good,7
12/12/2024,Liberia,Unhealthy,151
12/12/2024,Liechtenstein,Good,17
12/12/2024,Lithuania,Good,17
12/12/2024,Luxembourg,Good,43
12/12/2024,Macao,Moderate,68
12/12/2024,Macedonia,Unhealthy for Sensitive Groups,128
12/12/2024,Madagascar,Unhealthy for Sensitive Groups,117
12/12/2024,Malaysia,Moderate,56
12/12/2024,Malta,Good,18
12/12/2024,Martinique,Good,21
12/12/2024,Mexico,Moderate,93
12/12/2024,Moldova,Good,8
12/12/2024,Monaco,Good,21
12/12/2024,Mongolia,Unhealthy for Sensitive Groups,146
12/12/2024,Montenegro,Good,43
12/12/2024,Myanmar,Moderate,88
12/12/2024,Nepal,Unhealthy for Sensitive Groups,128
12/12/2024,Netherlands,Moderate,96
12/12/2024,New Caledonia,Good,17
12/12/2024,New Zealand,Good,19
12/12/2024,Nigeria,Moderate,94
12/12/2024,Norway,Moderate,65
12/12/2024,Pakistan,Unhealthy,161
12/12/2024,Palestinian Territory,Unhealthy for Sensitive Groups,131
12/12/2024,Peru,Moderate,53
12/12/2024,Philippines,Good,40
12/12/2024,Poland,Moderate,90
12/12/2024,Portugal,Good,19
12/12/2024,Reunion,Good,16
12/12/2024,Romania,Moderate,76
12/12/2024,Russia,Moderate,55
12/12/2024,San Marino,Good,15
12/12/2024,Serbia,Moderate,75
12/12/2024,Singapore,Moderate,62
12/12/2024,Slovakia,Moderate,76
12/12/2024,Slovenia,Good,43
12/12/2024,South Africa,Moderate,55
12/12/2024,South Korea,Unhealthy for Sensitive Groups,144
12/12/2024,Spain,Moderate,69
12/12/2024,Sri Lanka,Moderate,53
12/12/2024,Sweden,Good,24
12/12/2024,Switzerland,Moderate,55
12/12/2024,Taiwan,Moderate,51
12/12/2024,Tajikistan,Unhealthy,175
12/12/2024,Thailand,Unhealthy for Sensitive Groups,136
12/12/2024,Togo,Moderate,80
12/12/2024,Trinidad and Tobago,Good,20
12/12/2024,Turkey,Unhealthy,194
12/12/2024,Turkmenistan,Unhealthy for Sensitive Groups,122
12/12/2024,Uganda,Unhealthy,154
12/12/2024,Ukraine,Good,43
12/12/2024,United Arab Emirates,Moderate,77
12/12/2024,United Kingdom of Great Britain and Northern Ireland,Moderate,63
12/12/2024,United States of America,Unhealthy for Sensitive Groups,105
12/12/2024,Uzbekistan,Moderate,100
12/12/2024,Vatican,Moderate,53
12/12/2024,Venezuela,Good,2
12/12/2024,Vietnam,Moderate,52
12/19/2024,Albania,Good,36
12/19/2024,Algeria,Good,42
12/19/2024,Andorra,Good,13
12/19/2024,Argentina,Good,16
12/19/2024,Armenia,Good,38
12/19/2024,Australia,Good,41
12/19/2024,Austria,Moderate,82
12/19/2024,Azerbaijan,Good,23
12/19/2024,Bahrain,Moderate,78
12/19/2024,Bangladesh,Very Unhealthy,297
12/19/2024,Belarus,Good,39
12/19/2024,Belgium,Good,25
12/19/2024,Bosnia and Herzegovina,Unhealthy for Sensitive Groups,122
12/19/2024,Brazil,Moderate,59
12/19/2024,Brunei,Good,17
12/19/2024,Bulgaria,Moderate,70
12/19/2024,Cambodia,Moderate,94
12/19/2024,Canada,Moderate,57
12/19/2024,Cape Verde,Very Unhealthy,232
12/19/2024,Chad,Unhealthy,159
12/19/2024,Chile,Moderate,54
12/19/2024,China,Unhealthy,176
12/19/2024,Colombia,Moderate,59
12/19/2024,Costa Rica,Good,24
12/19/2024,Croatia,Unhealthy for Sensitive Groups,129
12/19/2024,Cyprus,Moderate,67
12/19/2024,Czech Republic,Moderate,79
12/19/2024,Denmark,Good,28
12/19/2024,Dominican Republic,Good,15
12/19/2024,Ecuador,Good,26
12/19/2024,Egypt,Unhealthy for Sensitive Groups,134
12/19/2024,Estonia,Good,20
12/19/2024,Ethiopia,Moderate,95
12/19/2024,Finland,Good,15
12/19/2024,France,Unhealthy for Sensitive Groups,120
12/19/2024,French Guiana,Good,14
12/19/2024,Georgia,Good,27
12/19/2024,Germany,Moderate,67
12/19/2024,Ghana,Unhealthy for Sensitive Groups,137
12/19/2024,Gibraltar,Good,20
12/19/2024,Greece,Unhealthy for Sensitive Groups,107
12/19/2024,Guadeloupe,Good,20
12/19/2024,Guatemala,Good,50
12/19/2024,Hong Kong,Moderate,88
12/19/2024,Hungary,Unhealthy for Sensitive Groups,137
12/19/2024,Iceland,Good,19
12/19/2024,India,Hazardous,467
12/19/2024,Indonesia,Moderate,70
12/19/2024,Iran,Unhealthy,170
12/19/2024,Iraq,Unhealthy for Sensitive Groups,130
12/19/2024,Ireland,Good,34
12/19/2024,Israel,Moderate,90
12/19/2024,Italy,Unhealthy,152
12/19/2024,Ivory Coast,Unhealthy for Sensitive Groups,143
12/19/2024,Japan,Moderate,53
12/19/2024,Jersey,Moderate,55
12/19/2024,Jordan,Good,21
12/19/2024,Kazakhstan,Unhealthy for Sensitive Groups,121
12/19/2024,Kenya,Good,41
12/19/2024,Kosovo,Good,13
12/19/2024,Kuwait,Moderate,72
12/19/2024,Kyrgyzstan,Good,32
12/19/2024,Laos,Unhealthy for Sensitive Groups,105
12/19/2024,Latvia,Good,9
12/19/2024,Liberia,Unhealthy,153
12/19/2024,Liechtenstein,Good,27
12/19/2024,Lithuania,Good,13
12/19/2024,Luxembourg,Good,21
12/19/2024,Macao,Moderate,97
12/19/2024,Macedonia,Unhealthy,166
12/19/2024,Madagascar,Moderate,82
12/19/2024,Malaysia,Moderate,53
12/19/2024,Malta,Good,19
12/19/2024,Martinique,Good,22
12/19/2024,Mexico,Unhealthy for Sensitive Groups,106
12/19/2024,Moldova,Good,22
12/19/2024,Monaco,Moderate,61
12/19/2024,Mongolia,Moderate,94
12/19/2024,Montenegro,Unhealthy for Sensitive Groups,102
12/19/2024,Myanmar,Unhealthy for Sensitive Groups,103
12/19/2024,Nepal,Unhealthy for Sensitive Groups,145
12/19/2024,Netherlands,Moderate,53
12/19/2024,New Caledonia,Good,17
12/19/2024,New Zealand,Good,22
12/19/2024,Nigeria,Unhealthy for Sensitive Groups,131
12/19/2024,Norway,Good,31
12/19/2024,Pakistan,Very Unhealthy,241
12/19/2024,Palestinian Territory,Unhealthy for Sensitive Groups,119
12/19/2024,Peru,Moderate,61
12/19/2024,Philippines,Good,30
12/19/2024,Poland,Moderate,57
12/19/2024,Portugal,Moderate,61
12/19/2024,Reunion,Good,17
12/19/2024,Romania,Unhealthy for Sensitive Groups,129
12/19/2024,Russia,Moderate,82
12/19/2024,San Marino,Good,27
12/19/2024,Saudi Arabia,Moderate,78
12/19/2024,Serbia,Very Unhealthy,209
12/19/2024,Singapore,Moderate,52
12/19/2024,Slovakia,Moderate,92
12/19/2024,Slovenia,Moderate,99
12/19/2024,South Africa,Good,48
12/19/2024,South Korea,Unhealthy for Sensitive Groups,114
12/19/2024,Spain,Unhealthy for Sensitive Groups,141
12/19/2024,Sri Lanka,Moderate,87
12/19/2024,Sweden,Good,37
12/19/2024,Switzerland,Moderate,52
12/19/2024,Taiwan,Moderate,70
12/19/2024,Tajikistan,Unhealthy for Sensitive Groups,121
